,Similar Movies ID
1389,"140300,9837"
1390,"20453,14"
1391,"20453,70"
1392,"20453,88"
1393,"20453,747"
1394,"20453,756"
1395,"766680,103"
1396,"766680,185"
1397,"766680,4507"
1398,"766680,4995"
1399,"766680,884"
1400,"509967,15357"
1401,"509967,27576"
1402,"509967,18316"
1403,"509967,15092"
1404,"509967,11835"
1405,"381289,2133"
1406,"381289,2135"
1407,"381289,2636"
1408,"381289,2501"
1409,"381289,2502"
1410,"16290,51052"
1411,"16290,49012"
1412,"16290,49013"
1413,"16290,47931"
1414,"16290,45657"
1415,"139038,870606"
1416,"139038,71668"
1417,"139038,64688"
1418,"139038,75674"
1419,"139038,74306"
1420,"80321,15969"
1421,"80321,14813"
1422,"80321,14836"
1423,"80321,20453"
1424,"80321,28178"
1425,"15373,12"
1426,"15373,35"
1427,"15373,81"
1428,"15373,95"
1429,"15373,747"
1430,"16985,58651"
1431,"16985,63710"
1432,"16985,64807"
1433,"16985,63404"
1434,"16985,63492"
1435,"338967,3177"
1436,"338967,2024"
1437,"338967,2043"
1438,"338967,2080"
1439,"338967,4226"
1440,"385103,12"
1441,"385103,13"
1442,"385103,82"
1443,"385103,747"
1444,"385103,756"
1445,"825597,13934"
1446,"825597,24480"
1447,"825597,10258"
1448,"825597,13394"
1449,"825597,73881"
1450,"664168,70868"
1451,"664168,71689"
1452,"664168,70584"
1453,"664168,70587"
1454,"664168,71618"
1455,"13053,254"
1456,"13053,12"
1457,"13053,35"
1458,"13053,81"
1459,"13053,95"
1460,"256591,1813"
1461,"256591,1491"
1462,"256591,3132"
1463,"256591,1911"
1464,"256591,2652"
1465,"15165,2976"
1466,"15165,3933"
1467,"15165,4688"
1468,"15165,6282"
1469,"15165,621"
1470,"17610,1858"
1471,"17610,1487"
1472,"17610,924"
1473,"17610,1991"
1474,"17610,2080"
1475,"23023,14836"
1476,"23023,22824"
1477,"23023,22881"
1478,"23023,23172"
1479,"23023,23988"
1480,"10527,392536"
1481,"10527,394117"
1482,"10527,397422"
1483,"10527,412519"
1484,"10527,401478"
1485,"583083,239"
1486,"583083,251"
1487,"583083,252"
1488,"583083,289"
1489,"583083,290"
1490,"508947,3177"
1491,"508947,4488"
1492,"508947,7090"
1493,"508947,5458"
1494,"508947,5460"
1495,"19913,17466"
1496,"19913,14883"
1497,"19913,20453"
1498,"19913,21972"
1499,"19913,28178"
